0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 0.80 0.00 9.00 0.00
0.00 0.00 0.90 0.00 9.00 0.00
0.00 0.00 0.95 0.00 9.00 0.00
0.00 0.00 0.97 0.00 9.00 0.00
0.00 0.00 0.99 0.00 9.00 0.00
0.00 0.00 0.99 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 0.95 0.00 9.00 0.00
0.00 0.00 0.96 0.00 9.00 0.00
0.00 0.00 0.98 0.00 9.00 0.00
0.00 0.00 0.99 0.00 9.00 0.00
0.00 0.00 0.99 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 0.80 0.00 9.00 0.00
0.00 0.00 0.90 0.00 9.00 0.00
0.00 0.00 0.95 0.00 9.00 0.00
0.00 0.00 0.97 0.00 9.00 0.00
0.00 0.00 0.99 0.00 9.00 0.00
0.00 0.00 0.99 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
0.00 0.00 1.00 0.00 9.00 0.00
